Dependent-Company Status,Age of company in years,Internet Activity Score,Employee Count,Has the team size grown,Country of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Number of of repeat investors,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on consumer data?,Subscription based business,Local or global player,Linear or Non-linear business model,B2C or B2B venture?,Top forums talked about,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Years of education,Relevance of experience to venture,Experience in selling and building products,Experience in Fortune 500 organizations,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Company awards,google page rank of company website,Solutions offered,Invested through global incubation competitions?,Number of Direct competitors,Renown score
1,2.0,89.0,6.0,0,0,0.0,1.0,2,0,2,4.0,0,0.0,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,16.0,0,0,1,1,1541266.0,0,1,0,0.0
1,5.0,127.0,45.0,1,0,2.0,0.0,2,0,1,46.0,0,0.0,1,0,0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,25.0,0,0,0,0,1327504.0,0,0,0,7.0
1,3.0,359.0,19.0,1,0,0.0,1.0,2,0,3,30.0,0,0.0,1,1,0,1.0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,2.0,1,0,0,1,382303.0,0,0,0,2.0
1,4.0,511.0,14.0,0,0,1.0,0.0,5,0,8,8.0,0,0.0,1,1,0,1.0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,24.0,1,1,0,1,245886.0,0,0,0,1.0
1,2.0,316.0,32.0,1,0,1.0,0.0,2,0,5,50.0,0,0.0,1,1,0,1.0,1,1,0,0,1,1,1,0,1,1,0,0,1,2,0,14.0,0,0,0,1,20238024.0,0,0,0,0.0
1,2.0,40.0,6.0,0,0,1.0,0.0,0,1,1,50.0,0,0.0,1,0,0,0.0,0,0,1,0,1,0,0,0,2,1,0,1,0,2,0,22.0,1,0,1,0,4386057.0,1,0,0,0.0
1,2.0,89.0,11.0,1,0,1.0,0.0,2,0,2,10.0,0,0.0,0,1,0,1.0,0,1,1,1,1,0,1,0,2,1,0,0,0,0,0,18.0,0,0,0,0,1633729.0,1,0,0,5.0
1,3.0,157.0,10.0,1,0,2.0,1.0,4,0,1,13.0,2,0.0,0,1,0,0.0,1,1,0,1,1,1,1,0,2,1,0,1,1,2,1,29.0,2,1,1,1,456198.0,1,2,1,2.0
1,1.0,224.0,41.0,0,0,3.0,0.0,3,0,3,10.0,0,0.0,0,1,0,1.0,1,1,0,1,1,0,1,0,1,1,0,1,1,2,0,18.0,2,1,1,1,1075438.0,1,0,1,1.0
1,5.0,-19.0,20.0,0,0,3.0,0.0,2,0,5,50.0,0,0.0,1,1,0,1.0,1,0,0,1,1,1,1,0,2,1,0,0,1,1,0,24.0,1,0,1,0,1725737.0,1,0,0,7.0
1,2.0,138.0,5.0,0,0,0.0,0.0,3,3,3,50.0,0,0.0,1,1,0,1.0,1,0,0,0,1,0,1,0,2,1,0,1,1,2,0,51.0,0,0,0,0,2522474.0,0,0,0,5.0
1,3.0,205.0,10.0,0,0,2.0,0.0,2,1,1,10.0,0,0.0,0,1,1,0.0,1,1,0,0,1,1,1,0,1,1,0,1,1,2,1,27.0,2,0,1,0,3784917.0,1,0,1,3.0
1,4.0,35.0,7.0,0,0,0.0,0.0,3,0,1,50.0,0,0.0,0,0,0,0.0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0.0,2,0,0,0,5506308.0,0,0,1,1.0
1,3.0,59.0,7.0,0,0,2.0,0.0,3,0,1,10.0,0,0.0,1,0,1,1.0,0,1,0,1,1,1,1,0,2,1,0,1,1,1,1,51.0,0,1,0,0,22246.0,1,0,1,1.0
1,1.0,133.0,5.0,0,0,1.0,0.0,0,0,4,10.0,0,0.0,2,0,0,0.0,0,1,1,1,0,1,1,0,2,1,1,1,0,1,1,18.0,2,1,0,1,8709224.0,1,0,1,2.0
1,4.0,131.0,4.0,0,0,2.0,0.0,1,0,2,10.0,0,0.0,0,1,0,1.0,0,1,0,1,0,0,0,0,2,0,0,1,1,0,0,25.0,1,0,0,0,1936207.0,1,0,0,4.0
1,4.0,357.0,14.0,1,0,5.0,0.0,2,0,6,50.0,0,0.0,0,1,0,1.0,0,1,0,0,0,0,1,0,2,0,1,0,0,1,0,8.0,0,0,0,0,14054.0,1,0,1,3.0
1,4.0,-26.0,104.0,1,0,1.0,0.0,1,1,9,200.0,1,0.0,0,1,0,0.0,0,0,0,1,1,0,1,2,2,1,1,0,1,1,0,20.0,1,0,0,0,45567.0,1,0,0,1.0
0,7.0,-3.0,129.0,0,1,8.0,0.0,1,2,1,50.0,0,0.0,0,1,0,1.0,1,0,0,0,1,0,0,0,2,1,1,2,1,1,1,0.0,0,0,0,0,2992604.0,1,0,0,0.0
0,7.0,-30.0,9.0,0,0,0.0,0.0,3,0,5,50.0,0,0.0,1,1,0,1.0,1,0,0,0,0,0,0,1,2,0,1,0,1,1,0,25.0,0,0,0,1,14553250.0,0,0,1,9.0
1,9.0,-207.0,9.0,0,1,0.0,4.0,2,1,3,9.0,0,0.0,0,1,0,1.0,1,0,0,1,0,1,0,2,2,1,1,0,1,1,0,25.0,1,0,1,0,255878.0,0,0,1,6.0
1,4.0,-725.0,244.0,0,1,0.0,1.0,1,0,5,50.0,0,0.0,0,1,0,1.0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,21.0,1,0,0,0,147869.0,1,0,1,3.0
0,7.0,0.0,14.0,0,1,0.0,1.0,0,0,2,10.0,0,0.0,0,1,0,1.0,1,0,0,0,0,0,0,0,2,0,1,1,1,1,0,25.0,0,0,0,0,835064.5,1,0,1,4.0
0,4.0,242.0,1.0,0,1,0.0,0.0,1,0,3,50.0,0,0.0,0,0,0,1.0,0,0,0,1,0,0,0,1,2,1,1,0,0,1,0,25.0,0,0,0,0,138358.0,1,0,0,1.0
1,9.0,-391.0,16.0,0,1,1.0,2.0,3,0,9,200.0,0,0.0,2,0,0,0.0,1,1,0,0,1,0,0,2,2,0,0,0,1,1,1,24.0,0,0,1,0,112659.0,1,0,1,5.0
0,4.0,144.0,12.0,0,1,0.0,0.0,2,0,2,50.0,0,0.0,0,1,0,1.0,1,0,0,1,0,1,0,0,2,0,1,1,1,1,0,15.0,0,0,0,0,12992.0,0,0,1,0.0
0,3.0,0.0,13.0,0,1,1.0,0.0,3,0,3,10.0,0,0.0,2,0,0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,10.0,0,0,0,0,835064.5,1,0,0,2.0
0,5.0,-14.0,1.0,0,0,0.0,1.0,3,0,3,50.0,0,0.0,0,1,0,1.0,0,1,0,0,1,0,0,0,2,1,1,1,1,1,0,22.0,0,0,1,0,20196505.0,1,0,0,2.0
0,7.0,-53.0,1.0,0,0,1.0,0.0,1,0,1,50.0,0,0.0,0,1,0,1.0,1,0,0,0,0,0,0,0,2,1,0,1,1,1,0,25.0,0,0,0,0,3600838.0,1,0,1,4.0
0,3.0,-243.0,2.0,0,0,1.0,0.0,4,0,4,10.0,0,0.0,0,1,0,1.0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,25.0,0,0,0,0,835064.5,1,0,1,9.0
0,4.0,0.0,2.0,0,1,1.0,0.0,2,0,2,50.0,0,1.0,2,1,0,1.0,0,0,0,1,0,0,1,0,2,1,1,1,1,1,1,25.0,0,0,0,0,835064.5,1,1,1,8.0
0,8.0,0.0,7.0,1,0,0.0,1.0,2,0,2,10.0,0,0.0,0,1,0,1.0,1,0,0,1,0,1,0,1,2,1,0,0,1,1,0,25.0,0,0,1,1,835064.5,1,0,0,7.0
0,5.0,0.0,4.0,0,1,0.0,0.0,1,0,1,10.0,0,0.0,0,1,0,1.0,1,0,0,0,0,1,0,1,2,1,0,1,1,1,0,25.0,0,0,1,0,835064.5,1,1,0,6.0
0,3.0,0.0,26.0,0,1,0.0,0.0,1,1,1,10.0,0,0.0,2,0,0,1.0,1,0,0,0,0,0,1,0,2,0,0,1,1,1,0,19.0,0,0,1,0,835064.5,1,1,0,2.0
0,7.0,-3.0,6.0,0,1,0.0,0.0,2,0,2,50.0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,10.0,0,0,0,0,5851401.0,1,1,0,5.0
0,4.0,0.0,18.0,1,1,0.0,0.0,2,0,2,200.0,0,0.0,0,1,0,1.0,0,1,0,0,1,1,1,0,2,0,1,0,1,1,0,7.0,0,0,0,0,835064.5,1,0,0,4.0
0,4.0,0.0,0.0,0,1,1.0,0.0,3,0,4,10.0,0,0.0,0,1,0,1.0,0,0,0,1,0,0,1,0,2,0,1,0,1,1,0,8.0,0,0,0,1,18372022.0,1,0,0,3.0
0,7.0,-29.0,20.0,0,0,0.0,0.0,0,0,1,200.0,0,1.0,2,1,0,1.0,1,1,0,0,0,0,0,1,2,1,1,0,0,1,0,21.0,0,0,0,0,970318.0,1,0,1,0.0
0,4.0,170.0,7.0,1,0,0.0,6.0,3,0,3,50.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,14.0,0,0,1,0,1912479.0,1,0,0,6.0
0,9.0,-169.0,5.0,0,1,1.0,0.0,1,0,3,50.0,1,0.0,0,1,0,1.0,1,0,0,0,0,1,0,0,2,0,0,0,1,1,0,25.0,0,0,0,1,88023.0,1,0,1,6.0
0,6.0,15.0,48.0,1,0,3.0,2.0,1,0,3,50.0,1,0.0,1,1,0,0.0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,6.0,0,0,1,0,9092587.0,1,0,0,0.0
0,5.0,-8.0,41.0,0,1,1.0,0.0,1,0,1,50.0,0,0.0,0,1,0,1.0,1,1,0,0,0,0,1,0,2,0,0,0,1,1,0,25.0,0,0,1,0,835064.5,1,1,0,3.0
0,2.0,0.0,16.0,0,0,1.0,0.0,2,0,2,50.0,0,0.0,0,1,0,1.0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,5.0,0,0,0,0,835064.5,1,1,0,0.0
0,6.0,0.0,4.0,0,1,1.0,0.0,5,0,5,50.0,0,0.0,0,1,0,1.0,1,0,0,0,1,1,1,0,2,0,1,0,0,1,0,25.0,0,0,1,1,835064.5,1,1,0,3.0
0,6.0,-10.0,89.0,0,1,1.0,0.0,1,0,2,50.0,0,0.0,0,1,0,1.0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,25.0,0,0,1,1,18581451.0,1,1,0,0.0
0,3.0,0.0,25.0,0,1,1.0,0.0,4,0,4,10.0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,19.0,1,0,1,0,835064.5,1,1,0,2.0
0,5.0,0.0,3.0,0,1,1.0,0.0,3,1,3,10.0,0,0.0,1,1,0,1.0,0,0,0,0,0,1,1,0,2,0,1,1,0,1,0,8.0,0,0,1,0,835064.5,1,1,1,0.0
0,2.0,-84.0,1.0,0,1,0.0,0.0,3,2,2,50.0,0,0.0,1,1,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,20.0,0,0,1,0,7581851.0,1,1,0,4.0
0,3.0,-13.0,1.0,0,1,1.0,0.0,2,0,2,10.0,0,0.0,2,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.0,0,0,0,1,5516702.0,1,1,1,4.0
0,7.0,-4.0,3.0,0,1,0.0,1.0,1,0,1,1.0,0,0.0,2,1,0,1.0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,5.0,0,0,0,0,8536058.0,1,0,0,0.0
0,6.0,0.0,23.0,0,0,0.0,1.0,2,2,2,50.0,0,0.0,1,1,0,1.0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,25.0,0,0,1,0,835064.5,1,1,0,4.0
0,8.0,0.0,4.0,0,0,1.0,0.0,2,0,2,50.0,0,0.0,1,1,0,1.0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,9.0,0,0,1,1,835064.5,1,1,0,0.0
0,6.0,15.0,34.0,0,1,1.0,0.0,1,1,2,50.0,0,0.0,1,1,0,1.0,1,0,0,0,0,0,0,0,2,0,1,1,1,1,0,18.0,0,0,1,0,15201417.0,1,1,1,11.0
0,5.0,-8.0,35.0,0,1,0.0,2.0,2,0,3,4.0,0,0.0,2,1,0,1.0,0,0,0,0,0,0,1,0,1,0,1,2,0,1,0,25.0,0,0,1,0,14539082.0,1,0,0,4.0
1,3.0,13.0,0.0,0,1,1.0,0.0,2,0,2,10.0,0,0.0,2,1,0,1.0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,8.0,0,1,0,1,835064.5,1,2,0,8.0
1,4.0,-309.0,3.0,0,1,1.0,0.0,2,0,2,10.0,0,0.0,0,1,0,1.0,0,1,0,1,0,0,1,1,1,1,1,0,1,2,0,31.0,0,1,0,0,819284.0,1,0,0,1.0
1,3.0,101.0,4.0,0,1,3.0,0.0,3,0,3,8.0,1,0.0,1,1,0,0.0,0,1,0,1,1,0,0,1,2,0,0,1,1,2,0,27.0,0,0,0,0,829576.0,1,0,0,6.0
1,3.0,76.0,0.0,0,1,1.0,0.0,7,0,3,2.0,1,0.0,0,1,0,0.0,0,1,0,1,1,1,0,0,2,0,1,0,1,2,0,22.0,2,0,1,1,7663291.0,0,2,0,8.0
1,4.0,-10.0,2.0,0,1,0.0,0.0,2,0,2,3.0,0,0.0,1,1,0,1.0,0,1,0,0,1,1,1,0,2,1,0,1,1,2,1,31.0,0,0,0,0,816385.0,1,0,0,4.0
1,5.0,-45.0,5.0,0,1,1.0,0.0,3,1,5,3.0,0,0.0,1,1,0,1.0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,38.0,1,1,0,0,17173041.0,0,0,0,2.0
1,4.0,92.0,8.0,0,1,0.0,1.0,2,0,3,50.0,0,0.0,1,1,0,0.0,0,1,0,1,1,1,1,0,2,1,1,0,1,2,1,35.0,0,0,0,0,816385.0,0,0,0,5.0
1,4.0,-375.0,5.0,1,1,4.0,0.0,4,3,8,10.0,4,0.0,0,1,0,0.0,0,0,0,1,0,1,0,1,1,1,0,0,1,2,0,30.0,2,0,0,0,1400959.0,0,0,0,7.0
1,7.0,13.0,0.0,0,1,1.0,0.0,4,0,7,50.0,0,1.0,1,1,0,0.0,0,0,0,1,1,1,1,0,2,1,0,1,1,2,1,19.0,0,0,0,0,6972031.0,0,0,0,5.0
1,4.0,-16.0,6.0,0,1,0.0,2.0,2,0,4,15.0,1,0.0,1,1,0,0.0,1,0,0,1,1,0,1,0,1,1,0,2,1,2,1,44.0,2,0,0,0,835064.5,0,0,0,5.0
1,3.0,272.0,25.0,1,1,10.0,8.0,3,0,8,50.0,0,0.0,1,1,0,1.0,0,1,1,1,1,0,1,1,2,0,0,1,1,0,0,36.0,0,0,0,0,105893.0,1,0,1,2.0
1,7.0,-173.0,8.0,1,1,0.0,0.0,2,1,6,50.0,3,0.0,1,1,0,0.0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,35.0,2,0,0,1,1336317.0,1,0,1,6.0
1,5.0,110.0,39.0,1,1,0.0,1.0,3,1,5,50.0,1,0.0,1,1,0,0.0,1,1,1,1,1,0,1,1,1,1,1,1,0,2,0,28.0,0,0,0,0,157602.0,1,0,1,9.0
1,3.0,484.0,6.0,1,1,11.0,0.0,1,0,1,50.0,0,1.0,1,1,0,1.0,1,0,0,1,1,0,1,2,2,1,1,0,1,0,1,34.0,1,2,0,0,38521.0,1,0,0,4.0
1,7.0,-136.0,3.0,0,1,0.0,0.0,1,6,2,50.0,0,0.0,1,1,0,1.0,1,0,0,1,1,1,1,1,2,1,0,0,1,2,0,23.0,0,0,1,0,835064.5,1,0,1,0.0
1,9.0,75.0,4.0,0,1,0.0,0.0,2,0,4,50.0,1,0.0,1,1,0,0.0,0,1,0,1,0,0,1,1,2,1,0,1,0,0,0,6.0,0,0,0,0,786526.0,1,0,0,5.0
1,9.0,-14.0,4.0,0,1,0.0,0.0,2,0,6,40.0,0,0.0,0,1,0,1.0,0,1,0,1,1,0,1,0,2,1,0,1,0,2,0,28.0,1,0,0,0,5835588.0,1,0,1,5.0
1,4.0,136.0,13.0,0,1,0.0,0.0,2,1,6,40.0,2,1.0,0,1,0,1.0,0,1,0,0,0,0,1,1,2,1,1,1,1,1,0,9.0,2,0,0,0,186669.0,1,0,0,11.0
1,9.0,327.0,83.0,1,1,0.0,0.0,2,3,7,65.0,0,0.0,0,0,0,1.0,0,0,0,1,1,0,1,1,2,1,0,2,1,1,0,15.0,2,0,0,1,54162.0,1,0,1,2.0
1,8.0,215.0,27.0,0,1,0.0,0.0,1,0,1,50.0,0,0.0,0,1,0,0.0,0,1,0,1,1,1,1,0,1,0,0,0,1,2,0,9.0,0,1,0,0,4038.0,1,0,1,0.0
1,7.0,-113.0,14.0,1,1,0.0,0.0,1,0,2,50.0,0,0.0,1,1,0,0.0,0,0,0,1,1,1,1,0,2,1,0,2,1,2,1,44.0,1,0,0,0,885463.0,0,0,1,0.0
1,9.0,1.0,8.0,1,1,0.0,4.0,3,1,6,50.0,1,0.0,1,1,0,0.0,0,1,0,0,1,1,1,1,2,1,0,2,1,2,1,40.0,0,1,0,0,583509.0,1,0,0,5.0
1,6.0,0.0,6.0,0,1,6.0,0.0,3,1,5,34.0,1,1.0,1,1,0,0.0,0,0,0,0,1,1,0,1,2,1,0,1,1,2,0,21.0,2,0,0,1,835064.5,1,0,1,6.0
1,9.0,-5.0,1.0,0,1,3.0,0.0,2,2,5,30.0,1,1.0,0,1,0,0.0,1,1,0,0,1,0,1,0,2,0,0,0,1,2,1,18.0,0,0,0,0,835064.5,1,0,0,7.0
0,6.0,2.0,4.0,0,1,2.0,0.0,2,1,2,10.0,0,0.0,1,1,0,1.0,0,1,0,0,0,1,1,0,2,0,1,0,1,2,0,25.0,0,0,0,0,5092265.0,1,0,1,0.0
1,7.0,702.0,197.0,1,1,0.0,0.0,2,0,4,5000.0,0,0.0,0,1,0,1.0,1,1,0,0,1,0,1,0,2,1,0,0,1,0,0,21.0,2,0,0,0,7941.0,1,0,1,5.0
1,7.0,413.0,168.0,0,1,0.0,0.0,1,2,11,200.0,0,0.0,0,1,0,1.0,1,1,0,0,1,1,1,1,2,1,0,1,1,1,1,26.0,0,0,0,1,43814.0,1,0,0,3.0
1,9.0,-20.0,67.0,0,1,0.0,0.0,3,1,3,200.0,2,0.0,0,0,0,0.0,1,1,0,0,1,1,1,1,2,1,0,1,1,1,1,12.0,1,0,0,0,840553.0,1,0,0,2.0
1,5.0,-9.0,0.0,1,1,1.0,0.0,3,0,2,10.0,0,0.0,2,1,0,1.0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,23.0,0,2,0,1,22391670.0,1,0,0,6.0
0,5.0,-104.0,20.0,1,1,7.0,0.0,2,1,8,50.0,2,0.0,0,1,0,1.0,0,0,0,1,0,0,1,1,2,1,0,1,0,0,1,25.0,0,0,0,0,6405946.0,1,0,0,10.0
1,5.0,-75.0,23.0,1,1,0.0,0.0,1,1,7,50.0,1,0.0,0,0,0,1.0,1,0,0,1,1,0,1,1,2,1,0,1,0,2,1,14.0,2,1,0,0,20635527.0,1,0,0,1.0
1,5.0,162.0,0.0,1,1,0.0,0.0,1,0,1,50.0,0,0.0,0,0,0,0.0,1,0,0,1,1,0,0,0,2,1,0,1,1,2,0,23.0,2,1,0,0,257365.0,1,0,1,3.0
1,6.0,106.0,16.0,0,1,1.0,4.0,3,1,3,50.0,0,0.0,0,1,0,0.0,0,0,0,1,0,1,1,1,2,0,0,2,1,2,0,24.0,0,1,0,1,1877770.0,1,0,0,3.0
1,7.0,66.0,6.0,0,1,0.0,0.0,2,0,4,50.0,1,0.0,1,1,0,1.0,0,1,0,1,1,1,1,0,2,1,0,0,1,0,1,34.0,2,1,0,0,2871443.0,1,0,1,5.0
0,4.0,-1.0,0.0,0,1,1.0,0.0,1,0,1,10.0,1,0.0,0,1,0,1.0,0,1,0,1,1,1,1,0,2,1,0,0,1,0,1,25.0,2,0,0,0,5631525.0,0,0,1,3.0
1,2.0,-6.0,1.0,0,1,1.0,0.0,1,0,3,10.0,1,1.0,2,1,0,1.0,0,1,0,1,1,1,1,0,2,1,0,0,1,0,1,22.0,0,1,0,0,835064.5,0,0,0,0.0
1,4.0,667.0,36.0,0,1,6.0,0.0,2,0,6,50.0,1,0.0,1,1,0,1.0,1,0,0,1,1,0,1,1,2,0,0,0,0,1,0,5.0,2,1,1,0,16024.0,1,2,0,0.0
1,4.0,-497.0,1.0,0,0,1.0,0.0,3,0,3,50.0,1,0.0,0,0,0,0.0,1,1,0,1,1,0,1,0,2,1,0,0,1,1,0,16.0,0,1,1,0,1978409.0,0,0,1,2.0
1,8.0,-6.0,0.0,0,0,2.0,0.0,1,0,2,10.0,1,0.0,1,1,0,1.0,0,1,0,0,1,0,0,1,2,1,0,1,1,1,0,15.0,1,1,1,0,17887654.0,0,0,1,1.0
0,8.0,-18.0,1.0,0,0,2.0,0.0,2,0,2,10.0,0,0.0,0,1,0,0.0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,12.0,1,0,0,0,835064.5,0,0,0,5.0
1,6.0,-116.0,6.0,0,0,1.0,0.0,1,0,2,50.0,0,0.0,0,1,0,0.0,1,1,0,1,0,1,1,0,1,1,1,0,1,2,0,46.0,0,0,0,1,4618433.0,1,0,0,0.0
0,4.0,-6.0,0.0,0,0,0.0,0.0,1,0,1,10.0,1,0.0,0,1,0,0.0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,13.0,2,0,0,0,835064.5,1,1,1,4.0
1,6.0,75.0,48.0,1,0,2.0,0.0,4,0,5,50.0,0,0.0,0,1,0,0.0,1,1,0,1,1,1,1,1,2,1,1,0,1,2,0,27.0,1,0,0,1,112920.0,0,0,1,5.0
1,1.0,64.0,6.0,0,0,0.0,0.0,0,0,1,1.0,0,1.0,0,0,0,0.0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,33.0,0,0,0,0,11809941.0,0,0,0,7.0
0,4.0,-33.0,1.0,0,0,1.0,0.0,2,0,2,50.0,0,0.0,0,1,0,0.0,1,0,0,1,1,1,0,0,2,1,0,0,1,1,0,25.0,0,0,0,0,5751747.0,1,2,0,0.0
1,2.0,96.0,10.0,0,0,0.0,1.0,3,3,4,16.0,0,0.0,1,1,0,1.0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,7.5,2,1,1,0,1603864.0,1,0,0,2.0
0,2.0,16.0,1.0,0,1,0.0,0.0,1,0,1,10.0,0,0.0,0,0,0,1.0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,25.0,0,0,1,0,3274502.0,1,1,0,3.0
1,2.0,398.0,11.0,1,1,0.0,0.0,2,0,2,11.0,0,0.0,0,1,0,0.0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,23.0,0,1,0,0,88188.0,1,0,1,0.0
1,2.0,0.0,0.0,0,1,1.0,0.0,2,0,2,13.0,0,0.0,2,1,1,1.0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,36.0,1,0,0,0,835064.5,0,1,0,1.0
1,4.0,481.0,12.0,0,1,3.0,0.0,3,0,3,15.0,0,0.0,1,1,0,1.0,1,0,0,0,1,0,1,1,2,1,1,0,1,1,0,8.0,0,0,1,0,15411.0,1,1,1,0.0
1,4.0,0.0,13.0,1,1,2.0,2.0,1,0,7,53.0,0,0.0,2,0,0,1.0,1,1,0,1,1,1,1,1,2,0,1,0,1,0,0,25.0,1,0,0,1,835064.5,1,1,0,6.0
1,2.0,132.0,9.0,0,0,1.0,0.0,3,0,3,11.0,0,0.0,1,1,0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,20.0,2,0,0,0,45979.0,1,1,0,1.0
1,1.0,451.0,2.0,0,0,1.0,0.0,2,0,2,2.0,0,0.0,0,1,0,1.0,0,0,1,1,1,0,0,1,2,0,0,1,1,1,0,25.0,0,1,0,0,504890.0,0,1,0,5.0
1,4.0,461.0,27.0,1,0,1.0,0.0,1,0,5,32.0,0,0.0,2,1,0,1.0,1,1,0,0,1,1,1,0,2,1,1,1,1,1,0,25.0,1,1,0,0,351854.0,1,1,0,1.0
1,3.0,278.0,5.0,0,0,3.0,0.0,2,0,2,5.0,0,0.0,2,1,0,1.0,0,0,1,1,1,0,1,1,2,0,0,0,1,1,0,18.0,0,1,1,1,45388.0,1,0,0,0.0
1,3.0,68.0,4.0,0,0,1.0,0.0,0,1,2,30.0,0,0.0,0,0,0,0.0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,17.0,0,0,0,0,237226.0,1,0,1,0.0
1,1.0,-68.0,19.0,0,0,0.0,0.0,2,1,4,20.0,0,0.0,2,0,1,1.0,1,1,0,1,1,1,1,1,2,1,0,1,1,2,1,18.0,0,1,0,1,596645.0,0,0,1,0.0
1,2.0,115.0,4.0,0,0,6.0,0.0,2,0,2,50.0,0,0.0,0,1,0,1.0,0,1,0,1,1,0,1,1,2,1,1,0,1,2,1,12.0,2,0,1,0,1198637.0,1,0,1,0.0
1,1.0,41.0,27.0,0,0,1.0,0.0,1,0,5,10.0,1,0.0,0,0,0,0.0,0,0,0,0,1,1,1,1,2,1,0,1,1,2,1,18.0,2,1,1,1,7078322.0,1,0,1,2.0
1,2.0,398.0,11.0,0,0,10.0,0.0,4,0,3,10.0,0,0.0,2,0,0,1.0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,14.0,0,0,1,0,235406.0,0,0,1,4.0
1,4.0,93.0,5.0,0,0,3.0,0.0,3,0,3,14.0,0,0.0,0,1,0,1.0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,18.0,1,0,1,0,55913.0,0,0,1,1.0
1,1.0,-20.0,12.0,1,0,1.0,0.0,3,0,3,10.0,0,0.0,0,1,0,0.0,0,0,0,1,1,1,1,0,2,1,1,0,1,1,0,31.0,1,1,0,0,3427821.0,1,0,1,0.0
1,3.0,1.0,0.0,0,0,1.0,0.0,2,0,2,1.0,0,0.0,0,1,0,0.0,1,0,0,1,1,0,1,0,1,1,0,0,1,2,0,49.0,1,1,0,0,1578645.0,0,0,1,0.0
1,3.0,-14.0,4.0,0,0,3.0,0.0,3,0,3,10.0,0,0.0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,2,1,1,0,37.0,0,2,0,0,1405476.0,0,0,0,1.0
1,2.0,146.0,16.0,1,0,2.0,0.0,2,0,3,10.0,2,0.0,0,1,0,0.0,0,0,0,1,0,1,1,1,1,1,0,1,0,2,1,27.0,0,0,0,1,1713317.0,0,0,1,6.0
1,4.0,530.0,4.0,1,0,2.0,0.0,2,0,2,10.0,0,1.0,2,0,0,0.0,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,31.0,1,1,0,0,267433.0,0,0,1,3.0
1,1.0,297.0,13.0,1,0,3.0,0.0,2,0,1,50.0,0,0.0,0,0,1,1.0,0,1,0,1,1,1,1,1,2,1,1,0,0,2,1,50.0,0,1,1,0,452454.0,1,0,1,2.0
1,4.0,-2.0,47.0,0,0,1.0,0.0,2,0,1,50.0,0,0.0,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,2,0,1,0,835064.5,1,0,0,1.0
1,3.0,33.0,2.0,1,0,0.0,0.0,1,0,1,10.0,0,0.0,0,1,0,0.0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,35.0,2,1,1,0,9080158.0,1,2,1,3.0
